epoch,gen_loss,disc_loss
1,3.5996834891183034,0.569172411548848
2,4.125968777403539,0.3240344962295221
3,4.695136556819993,0.5427468747508769
4,3.47716693488919,0.3086583273751395
5,3.9169896962691326,0.3622958514155174
6,2.612638823840083,0.5292767505256497
7,2.7163565499441966,0.49484167293626435
8,2.571630672532685,0.4327713324099171
9,3.2932907415896047,0.3521260631327726
10,3.803865705217634,0.2936381125936703
11,3.510316498425542,0.4070093972342355
12,3.9085238709741708,0.3371033960459184
13,3.0587615966796875,0.4421064415756537
14,3.53759173957669,0.3203853685028699
15,3.571394628408004,0.4508141108921596
16,4.11246412627551,0.35416910599689094
17,3.3334552998445472,0.43648766498176417
18,3.531328162368463,0.4182810491445113
19,3.197673564054528,0.41474342346191406
20,3.5195689298668684,0.3800010681152344
21,3.4662270059390945,0.42168270811742664
22,3.712464935925542,0.27588456990767496
23,3.680639772999043,0.36550704800352757
24,3.5588715222417093,0.39345099001514666
25,3.505163387376435,0.33988065135722256
26,3.6675732670998085,0.3336524963378906
27,3.1708529725366708,0.38779130273935747
28,3.3814432572345345,0.42140929552973533
29,3.8388444550183354,0.320812497820173
30,4.465375627790179,0.2858750868816765
31,4.299447818678253,0.28363046840745576
32,3.9650994125677617,0.28670898748903856
33,4.090862974828603,0.3042030918354891
34,4.064582980408961,0.3462552829664581
35,4.027679443359375,0.36342585816675305
36,3.9203419588050066,0.2840554957487145
37,3.6282790826291453,0.43418144693180005
38,3.979628270986129,0.3296440280213648
39,3.897752722915338,0.3639730336714764
40,3.765220174984056,0.428828375680106
41,3.551318421655772,0.3949500103386081
42,3.9227699746890945,0.39175520137864717
43,4.281135714783961,0.3637237548828125
44,3.960760934012277,0.3584091809331154
45,3.80499859245456,0.35167117994658803
46,3.703084828902264,0.38288400611098933
47,3.3546332534478633,0.479663576398577
48,3.424904336734694,0.5166984480254504
49,2.9460645403180803,0.587126011751136
50,3.302503624740912,0.4512467287024673
51,4.014651551538584,0.4316884644177495
52,3.3176721066844705,0.527400542278679
53,3.1953255789620534,0.4487980433872768
54,3.3471038195551657,0.5099376367062939
55,3.2232497857541453,0.606316157749721
56,3.3021953349210778,0.4757084749182876
57,3.1238973189373405,0.5243161259865274
58,2.9397847701092155,0.5563297271728516
59,3.252288195551658,0.5578809465680804
60,3.44793109504544,0.5551841891541773
61,3.6519990259287307,0.6301327919473454
62,2.5145831983916613,0.5750148150385642
63,2.8305987922512754,0.5521755218505859
64,3.4196023746412627,0.4921078195377272
65,3.167603161870217,0.6018646395936305
66,3.175288609095982,0.5306268808793049
67,2.8971719547193877,0.6117727707843391
68,2.8908576186822383,0.5893254182776626
69,2.98612135283801,0.5516854500284001
70,2.827107332190689,0.6693783195651307
71,2.7643155467753506,0.5300171521245217
72,2.5481190584143816,0.6919470028001435
73,2.8774485685387434,0.605795685125857
74,2.976739065987723,0.6547723108408402
